"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","QGDP","TOT","PC_CHGPP","A","1962",5.707334528,
"OECD","QGDP","TOT","PC_CHGPP","A","1963",5.230249294,
"OECD","QGDP","TOT","PC_CHGPP","A","1964",6.371930393,
"OECD","QGDP","TOT","PC_CHGPP","A","1965",5.342145115,
"OECD","QGDP","TOT","PC_CHGPP","A","1966",5.783101621,
"OECD","QGDP","TOT","PC_CHGPP","A","1967",3.97594363,
"OECD","QGDP","TOT","PC_CHGPP","A","1968",5.933873206,
"OECD","QGDP","TOT","PC_CHGPP","A","1969",5.582739838,
"OECD","QGDP","TOT","PC_CHGPP","A","1970",3.951849039,
"OECD","QGDP","TOT","PC_CHGPP","A","1971",3.705934351,
"OECD","QGDP","TOT","PC_CHGPP","A","1972",5.477070028,
"OECD","QGDP","TOT","PC_CHGPP","A","1973",6.112303014,
"OECD","QGDP","TOT","PC_CHGPP","A","1974",1.048425989,
"OECD","QGDP","TOT","PC_CHGPP","A","1975",0.460333645,
"OECD","QGDP","TOT","PC_CHGPP","A","1976",4.909745857,
"OECD","QGDP","TOT","PC_CHGPP","A","1977",3.678544254,
"OECD","QGDP","TOT","PC_CHGPP","A","1978",4.425168524,
"OECD","QGDP","TOT","PC_CHGPP","A","1979",3.902359705,
"OECD","QGDP","TOT","PC_CHGPP","A","1980",1.283047397,
"OECD","QGDP","TOT","PC_CHGPP","A","1981",2.272140115,
"OECD","QGDP","TOT","PC_CHGPP","A","1982",0.212854921,
"OECD","QGDP","TOT","PC_CHGPP","A","1983",2.831155079,
"OECD","QGDP","TOT","PC_CHGPP","A","1984",4.774986589,
"OECD","QGDP","TOT","PC_CHGPP","A","1985",3.864379412,
"OECD","QGDP","TOT","PC_CHGPP","A","1986",2.895287568,
"OECD","QGDP","TOT","PC_CHGPP","A","1987",3.610478397,
"OECD","QGDP","TOT","PC_CHGPP","A","1988",4.60294173,
"OECD","QGDP","TOT","PC_CHGPP","A","1989",3.864742366,
"OECD","QGDP","TOT","PC_CHGPP","A","1990",3.219507625,
"OECD","QGDP","TOT","PC_CHGPP","A","1991",1.463326275,
"OECD","QGDP","TOT","PC_CHGPP","A","1992",2.252116756,
"OECD","QGDP","TOT","PC_CHGPP","A","1993",1.489033114,
"OECD","QGDP","TOT","PC_CHGPP","A","1994",3.021802407,
"OECD","QGDP","TOT","PC_CHGPP","A","1995",2.534745944,
"OECD","QGDP","TOT","PC_CHGPP","A","1996",3.188310077,
"OECD","QGDP","TOT","PC_CHGPP","A","1997",3.66443165,
"OECD","QGDP","TOT","PC_CHGPP","A","1998",2.882072809,
"OECD","QGDP","TOT","PC_CHGPP","A","1999",3.275844708,
"OECD","QGDP","TOT","PC_CHGPP","A","2000",4.112682331,
"OECD","QGDP","TOT","PC_CHGPP","A","2001",1.346130545,
"OECD","QGDP","TOT","PC_CHGPP","A","2002",1.641844416,
"OECD","QGDP","TOT","PC_CHGPP","A","2003",2.08406379,
"OECD","QGDP","TOT","PC_CHGPP","A","2004",3.355548779,
"OECD","QGDP","TOT","PC_CHGPP","A","2005",2.879407791,
"OECD","QGDP","TOT","PC_CHGPP","A","2006",3.159466054,
"OECD","QGDP","TOT","PC_CHGPP","A","2007",2.716695824,
"OECD","QGDP","TOT","PC_CHGPP","A","2008",0.444456578,
"OECD","QGDP","TOT","PC_CHGPP","A","2009",-3.400277135,
"OECD","QGDP","TOT","PC_CHGPP","A","2010",3.113231519,
"OECD","QGDP","TOT","PC_CHGPP","A","2011",2.094770505,
"OECD","QGDP","TOT","PC_CHGPP","A","2012",1.400814224,
"OECD","QGDP","TOT","PC_CHGPP","A","2013",1.593204783,
"OECD","QGDP","TOT","PC_CHGPP","A","2014",2.125331418,
"OECD","QGDP","TOT","PC_CHGPP","A","2015",2.546076867,
"OECD","QGDP","TOT","PC_CHGPP","A","2016",1.893406991,
"OECD","QGDP","TOT","PC_CHGPP","A","2017",2.621192169,
"OECD","QGDP","TOT","PC_CHGPP","A","2018",2.372733833,
"OECD","QGDP","TOT","PC_CHGPP","A","2019",1.722395635,
"OECD","QGDP","TOT","PC_CHGPP","A","2020",-4.59465413,
"OECD","QGDP","TOT","PC_CHGPP","A","2021",5.462165848,
"EST","QGDP","TOT","PC_CHGPP","A","1996",4.943015787,
"EST","QGDP","TOT","PC_CHGPP","A","1997",13.050014117,
"EST","QGDP","TOT","PC_CHGPP","A","1998",4.339832053,
"EST","QGDP","TOT","PC_CHGPP","A","1999",-0.425026894,
"EST","QGDP","TOT","PC_CHGPP","A","2000",10.087636986,
"EST","QGDP","TOT","PC_CHGPP","A","2001",6.00367406,
"EST","QGDP","TOT","PC_CHGPP","A","2002",6.771366974,
"EST","QGDP","TOT","PC_CHGPP","A","2003",7.600265729,
"EST","QGDP","TOT","PC_CHGPP","A","2004",6.804003009,
"EST","QGDP","TOT","PC_CHGPP","A","2005",9.526428986,
"EST","QGDP","TOT","PC_CHGPP","A","2006",9.765582251,
"EST","QGDP","TOT","PC_CHGPP","A","2007",7.579142637,
"EST","QGDP","TOT","PC_CHGPP","A","2008",-5.131999487,
"EST","QGDP","TOT","PC_CHGPP","A","2009",-14.629059663,
"EST","QGDP","TOT","PC_CHGPP","A","2010",2.44426636,
"EST","QGDP","TOT","PC_CHGPP","A","2011",7.263085848,
"EST","QGDP","TOT","PC_CHGPP","A","2012",3.228202109,
"EST","QGDP","TOT","PC_CHGPP","A","2013",1.458430169,
"EST","QGDP","TOT","PC_CHGPP","A","2014",3.01136295,
"EST","QGDP","TOT","PC_CHGPP","A","2015",1.853019077,
"EST","QGDP","TOT","PC_CHGPP","A","2016",3.155566814,
"EST","QGDP","TOT","PC_CHGPP","A","2017",5.792042325,
"EST","QGDP","TOT","PC_CHGPP","A","2018",4.133821667,
"EST","QGDP","TOT","PC_CHGPP","A","2019",4.096341808,
"EST","QGDP","TOT","PC_CHGPP","A","2020",-2.951069759,
"EST","QGDP","TOT","PC_CHGPP","A","2021",8.349453761,
"DEU","QGDP","TOT","PC_CHGPY","Q","1961-Q1",7.450289556,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1961-Q2",5.00209888,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1961-Q3",3.576950295,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1961-Q4",2.996160574,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1962-Q1",3.466854108,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1962-Q2",5.112241186,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1962-Q3",5.465212346,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1962-Q4",4.759933392,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1963-Q1",-0.372460846,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1963-Q2",3.02141052,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1963-Q3",4.102017033,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1963-Q4",4.832455357,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1964-Q1",10.127128404,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1964-Q2",6.688292601,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1964-Q3",4.182533938,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1964-Q4",5.091160602,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1965-Q1",5.361369982,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1965-Q2",5.732236512,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1965-Q3",5.341682654,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1965-Q4",4.549872774,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1966-Q1",4.73437015,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1966-Q2",3.424303762,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1966-Q3",2.866220447,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1966-Q4",0.657536009,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1967-Q1",-1.629790537,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1967-Q2",-2.237879279,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1967-Q3",0,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1967-Q4",2.892640581,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1968-Q1",4.617508884,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1968-Q2",5.761267217,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1968-Q3",5.534700242,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1968-Q4",5.767579384,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1969-Q1",7.174887892,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1969-Q2",7.71280633,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1969-Q3",7.663339108,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1969-Q4",7.692303547,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1970-Q1",3.372586353,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1970-Q2",6.120867916,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1970-Q3",5.82953727,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1970-Q4",5.111265622,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1971-Q1",4.763644266,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1971-Q2",2.872243992,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1971-Q3",2.733086207,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1971-Q4",1.783876414,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1972-Q1",3.882471449,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1972-Q2",3.408694186,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1972-Q3",4.024253738,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1972-Q4",5.729688259,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1973-Q1",7.083373504,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1973-Q2",6.141301924,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1973-Q3",4.058740116,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1973-Q4",2.721523921,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1974-Q1",2.177398816,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1974-Q2",1.349933281,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1974-Q3",1.018885974,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1974-Q4",-0.504300806,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1975-Q1",-1.907951274,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1975-Q2",-2.325179236,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1975-Q3",-1.262668305,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1975-Q4",1.965095402,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1976-Q1",3.478330696,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1976-Q2",5.545306249,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1976-Q3",4.440716158,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1976-Q4",4.324485654,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1977-Q1",4.278412874,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1977-Q2",3.334567951,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1977-Q3",3.273852452,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1977-Q4",3.141081054,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1978-Q1",2.689233198,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1978-Q2",2.515066682,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1978-Q3",3.889417618,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1978-Q4",3.326126341,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1979-Q1",3.029295309,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1979-Q2",5.809207278,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1979-Q3",4.439655589,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1979-Q4",3.865566592,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1980-Q1",4.568469121,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1980-Q2",0.76620879,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1980-Q3",0.366439143,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1980-Q4",-0.377486719,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1981-Q1",0.006600282,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1981-Q2",0.403350474,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1981-Q3",1.068809572,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1981-Q4",1.123386978,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1982-Q1",0.308726571,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1982-Q2",-0.059283061,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1982-Q3",-1.307091516,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1982-Q4",-0.992585298,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1983-Q1",-0.468227457,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1983-Q2",1.202617374,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1983-Q3",1.999914709,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1983-Q4",3.16368421,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1984-Q1",3.589300546,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1984-Q2",0.895351673,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1984-Q3",3.859431868,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1984-Q4",3.304747767,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1985-Q1",1.400567503,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1985-Q2",4.055948585,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1985-Q3",2.616635647,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1985-Q4",2.370542268,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1986-Q1",2.342772922,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1986-Q2",2.493179711,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1986-Q3",1.922379197,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1986-Q4",2.32473051,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1987-Q1",0.330519523,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1987-Q2",1.415955776,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1987-Q3",1.369526997,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1987-Q4",1.974541695,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1988-Q1",3.651100816,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1988-Q2",3.212995673,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1988-Q3",3.664990184,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1988-Q4",3.234051974,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1989-Q1",5.267745076,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1989-Q2",3.809604476,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1989-Q3",3.583956124,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1989-Q4",3.564769341,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1990-Q1",4.621030767,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1990-Q2",4.713886981,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1990-Q3",5.951496332,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1990-Q4",6.581615193,"E"
"DEU","QGDP","TOT","PC_CHGPY","Q","1991-Q1",7.373944486,
"DEU","QGDP","TOT","PC_CHGPY","Q","1991-Q2",6.283056349,
"DEU","QGDP","TOT","PC_CHGPY","Q","1991-Q3",3.863719276,
"DEU","QGDP","TOT","PC_CHGPY","Q","1991-Q4",3.392824657,
"DEU","QGDP","TOT","PC_CHGPY","Q","1992-Q1",2.073140882,
"DEU","QGDP","TOT","PC_CHGPY","Q","1992-Q2",1.824938453,
"DEU","QGDP","TOT","PC_CHGPY","Q","1992-Q3",1.869969805,
"DEU","QGDP","TOT","PC_CHGPY","Q","1992-Q4",0.239622352,
"DEU","QGDP","TOT","PC_CHGPY","Q","1993-Q1",-1.97452814,
"DEU","QGDP","TOT","PC_CHGPY","Q","1993-Q2",-1.239498099,
"DEU","QGDP","TOT","PC_CHGPY","Q","1993-Q3",-0.476525174,
"DEU","QGDP","TOT","PC_CHGPY","Q","1993-Q4",-0.249142249,
"DEU","QGDP","TOT","PC_CHGPY","Q","1994-Q1",1.878706574,
"DEU","QGDP","TOT","PC_CHGPY","Q","1994-Q2",2.150568624,
"DEU","QGDP","TOT","PC_CHGPY","Q","1994-Q3",2.259152409,
"DEU","QGDP","TOT","PC_CHGPY","Q","1994-Q4",3.557271577,
"DEU","QGDP","TOT","PC_CHGPY","Q","1995-Q1",1.79071673,
"DEU","QGDP","TOT","PC_CHGPY","Q","1995-Q2",2.291196974,
"DEU","QGDP","TOT","PC_CHGPY","Q","1995-Q3",1.774007202,
"DEU","QGDP","TOT","PC_CHGPY","Q","1995-Q4",0.619285857,
"DEU","QGDP","TOT","PC_CHGPY","Q","1996-Q1",0.117692428,
"DEU","QGDP","TOT","PC_CHGPY","Q","1996-Q2",0.740136741,
"DEU","QGDP","TOT","PC_CHGPY","Q","1996-Q3",0.907184037,
"DEU","QGDP","TOT","PC_CHGPY","Q","1996-Q4",1.619563242,
"DEU","QGDP","TOT","PC_CHGPY","Q","1997-Q1",1.920512702,
"DEU","QGDP","TOT","PC_CHGPY","Q","1997-Q2",1.856092443,
"DEU","QGDP","TOT","PC_CHGPY","Q","1997-Q3",1.836564881,
"DEU","QGDP","TOT","PC_CHGPY","Q","1997-Q4",1.823222609,
"DEU","QGDP","TOT","PC_CHGPY","Q","1998-Q1",3.339233881,
"DEU","QGDP","TOT","PC_CHGPY","Q","1998-Q2",1.575506415,
"DEU","QGDP","TOT","PC_CHGPY","Q","1998-Q3",1.734068336,
"DEU","QGDP","TOT","PC_CHGPY","Q","1998-Q4",0.569700948,
"DEU","QGDP","TOT","PC_CHGPY","Q","1999-Q1",0.781503637,
"DEU","QGDP","TOT","PC_CHGPY","Q","1999-Q2",1.220940342,
"DEU","QGDP","TOT","PC_CHGPY","Q","1999-Q3",1.884277516,
"DEU","QGDP","TOT","PC_CHGPY","Q","1999-Q4",3.112604617,
"DEU","QGDP","TOT","PC_CHGPY","Q","2000-Q1",3.390831342,
"DEU","QGDP","TOT","PC_CHGPY","Q","2000-Q2",4.24010877,
"DEU","QGDP","TOT","PC_CHGPY","Q","2000-Q3",3.023594733,
"DEU","QGDP","TOT","PC_CHGPY","Q","2000-Q4",1.925958447,
"DEU","QGDP","TOT","PC_CHGPY","Q","2001-Q1",2.508870736,
"DEU","QGDP","TOT","PC_CHGPY","Q","2001-Q2",1.614648595,
"DEU","QGDP","TOT","PC_CHGPY","Q","2001-Q3",1.473312741,
"DEU","QGDP","TOT","PC_CHGPY","Q","2001-Q4",1.667410094,
"DEU","QGDP","TOT","PC_CHGPY","Q","2002-Q1",-0.859365479,
"DEU","QGDP","TOT","PC_CHGPY","Q","2002-Q2",-0.360213902,
"DEU","QGDP","TOT","PC_CHGPY","Q","2002-Q3",0.290961797,
"DEU","QGDP","TOT","PC_CHGPY","Q","2002-Q4",0.268003793,
"DEU","QGDP","TOT","PC_CHGPY","Q","2003-Q1",-0.705732301,
"DEU","QGDP","TOT","PC_CHGPY","Q","2003-Q2",-1.029136139,
"DEU","QGDP","TOT","PC_CHGPY","Q","2003-Q3",-0.757230853,
"DEU","QGDP","TOT","PC_CHGPY","Q","2003-Q4",-0.351561509,
"DEU","QGDP","TOT","PC_CHGPY","Q","2004-Q1",0.982082768,
"DEU","QGDP","TOT","PC_CHGPY","Q","2004-Q2",1.369765682,
"DEU","QGDP","TOT","PC_CHGPY","Q","2004-Q3",0.412210116,
"DEU","QGDP","TOT","PC_CHGPY","Q","2004-Q4",0.037919387,
"DEU","QGDP","TOT","PC_CHGPY","Q","2005-Q1",0.213170875,
"DEU","QGDP","TOT","PC_CHGPY","Q","2005-Q2",0.235374775,
"DEU","QGDP","TOT","PC_CHGPY","Q","2005-Q3",1.283930039,
"DEU","QGDP","TOT","PC_CHGPY","Q","2005-Q4",1.868182917,
"DEU","QGDP","TOT","PC_CHGPY","Q","2006-Q1",2.850319478,
"DEU","QGDP","TOT","PC_CHGPY","Q","2006-Q2",4.076210279,
"DEU","QGDP","TOT","PC_CHGPY","Q","2006-Q3",3.983992369,
"DEU","QGDP","TOT","PC_CHGPY","Q","2006-Q4",5.063854346,
"DEU","QGDP","TOT","PC_CHGPY","Q","2007-Q1",4.137000847,
"DEU","QGDP","TOT","PC_CHGPY","Q","2007-Q2",3.231288249,
"DEU","QGDP","TOT","PC_CHGPY","Q","2007-Q3",2.952319578,
"DEU","QGDP","TOT","PC_CHGPY","Q","2007-Q4",2.091368972,
"DEU","QGDP","TOT","PC_CHGPY","Q","2008-Q1",2.655653474,
"DEU","QGDP","TOT","PC_CHGPY","Q","2008-Q2",1.565048592,
"DEU","QGDP","TOT","PC_CHGPY","Q","2008-Q3",0.408135944,
"DEU","QGDP","TOT","PC_CHGPY","Q","2008-Q4",-1.845717651,
"DEU","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-7.026768845,
"DEU","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-6.66062753,
"DEU","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-5.527477918,
"DEU","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-3.290887765,
"DEU","QGDP","TOT","PC_CHGPY","Q","2010-Q1",2.277973069,
"DEU","QGDP","TOT","PC_CHGPY","Q","2010-Q2",4.403387043,
"DEU","QGDP","TOT","PC_CHGPY","Q","2010-Q3",4.69597184,
"DEU","QGDP","TOT","PC_CHGPY","Q","2010-Q4",4.774038138,
"DEU","QGDP","TOT","PC_CHGPY","Q","2011-Q1",5.942798953,
"DEU","QGDP","TOT","PC_CHGPY","Q","2011-Q2",3.707855318,
"DEU","QGDP","TOT","PC_CHGPY","Q","2011-Q3",3.763487211,
"DEU","QGDP","TOT","PC_CHGPY","Q","2011-Q4",2.606848305,
"DEU","QGDP","TOT","PC_CHGPY","Q","2012-Q1",0.876147746,
"DEU","QGDP","TOT","PC_CHGPY","Q","2012-Q2",0.980562452,
"DEU","QGDP","TOT","PC_CHGPY","Q","2012-Q3",0.377823848,
"DEU","QGDP","TOT","PC_CHGPY","Q","2012-Q4",0.243074925,
"DEU","QGDP","TOT","PC_CHGPY","Q","2013-Q1",-0.435611518,
"DEU","QGDP","TOT","PC_CHGPY","Q","2013-Q2",0.439963565,
"DEU","QGDP","TOT","PC_CHGPY","Q","2013-Q3",0.729425255,
"DEU","QGDP","TOT","PC_CHGPY","Q","2013-Q4",1.483648492,
"DEU","QGDP","TOT","PC_CHGPY","Q","2014-Q1",2.913075283,
"DEU","QGDP","TOT","PC_CHGPY","Q","2014-Q2",1.82472532,
"DEU","QGDP","TOT","PC_CHGPY","Q","2014-Q3",1.783270004,
"DEU","QGDP","TOT","PC_CHGPY","Q","2014-Q4",2.302105746,
"DEU","QGDP","TOT","PC_CHGPY","Q","2015-Q1",0.81967864,
"DEU","QGDP","TOT","PC_CHGPY","Q","2015-Q2",1.532410198,
"DEU","QGDP","TOT","PC_CHGPY","Q","2015-Q3",1.493771112,
"DEU","QGDP","TOT","PC_CHGPY","Q","2015-Q4",1.110032878,
"DEU","QGDP","TOT","PC_CHGPY","Q","2016-Q1",2.476818989,
"DEU","QGDP","TOT","PC_CHGPY","Q","2016-Q2",2.178643906,
"DEU","QGDP","TOT","PC_CHGPY","Q","2016-Q3",2.018125025,
"DEU","QGDP","TOT","PC_CHGPY","Q","2016-Q4",1.90021589,
"DEU","QGDP","TOT","PC_CHGPY","Q","2017-Q1",2.306102514,
"DEU","QGDP","TOT","PC_CHGPY","Q","2017-Q2",2.679362955,
"DEU","QGDP","TOT","PC_CHGPY","Q","2017-Q3",3.227702713,
"DEU","QGDP","TOT","PC_CHGPY","Q","2017-Q4",3.734400223,
"DEU","QGDP","TOT","PC_CHGPY","Q","2018-Q1",2.042184252,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2018-Q2",1.816096978,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2018-Q3",0.502174423,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2018-Q4",0.084593112,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2019-Q1",1.578883507,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2019-Q2",0.518674349,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2019-Q3",1.359957007,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2019-Q4",0.894534052,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-1.919182065,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-11.286579908,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-3.660077954,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2020-Q4",-2.871620591,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2021-Q1",-2.792772679,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2021-Q2",10.351161574,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2021-Q3",2.889175259,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2021-Q4",1.775371405,"P"
"DEU","QGDP","TOT","PC_CHGPY","Q","2022-Q1",3.72356387,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1961",11.838687,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1962",9.953427,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1963",9.59649,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1964",5.308523,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1965",6.253125,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1966",7.245787,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1967",4.340636,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1968",6.596746,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1969",8.907184,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1970",4.176674,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1971",4.646594,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1972",8.149118,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1973",7.795262,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1974",5.616675,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1975",0.541825,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1976",3.30418,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1977",2.839303,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1978",1.463347,"E"
"ESP","QGDP","TOT","PC_CHGPP","A","1979",0.043292,"E"
